group_id,par_cand_idx,par_correct,par_score,par_margin,par_prob,par_start,par_end,yog_cand_idx,yog_correct,yog_score,yog_margin,yog_prob,yog_start,yog_end,kp_cand_idx,kp_correct,kp_score,kp_margin,kp_prob,kp_start,kp_end,death_jd,path_a,has_overlap
39817100,36,0,-0.010407972633852772,0.0014923811128344285,0.026526892707514946,2435839.501300491,2435865.1880140323,11,0,0.8860066851510264,0.03478140737598867,0.0483195203712172,2435539.2297813734,2435611.3779295217,1,0,0.024495750654603198,9.887937771153182e-05,0.028144166270258206,2435199.9688421576,2435235.124154658,2435384.0,0,False
39817200,6,0,0.09442320769395027,0.0026318773281258645,0.1068453491342917,2446113.151713739,2446233.3798387395,1,0,0.8504830834008235,0.006062208737110941,0.07636486073588,2445826.0071992683,2445904.919236305,8,0,0.05733309587660914,0.0012833437825938501,0.10291447800474145,2446315.7301859614,2446396.8968526283,2446016.0,0,False
39817300,40,0,-0.007899159599899163,0.002071290715880105,0.02350345180149767,2430611.602900499,2430631.7254699436,31,0,0.7358721509193507,0.038601377700741124,0.024811332939365546,2430423.6522222515,2430455.2170370664,30,0,0.03348976038548921,0.008557447886813063,0.025329129135475296,2430400.398778971,2430432.7842789707,2429939.0,0,True
39817400,4,0,0.05107560349835692,0.006693500064950952,0.08030885236069607,2433116.0823483556,2433220.2462372445,6,0,0.891308210127822,0.0007407283051574787,0.09570532420053626,2433217.936174762,2433286.984207169,12,1,0.06050224018237933,0.014222821963092783,0.08152272781346136,2433541.8015150223,2433628.1214195355,2433546.0,0,True
39817500,16,0,0.01951261386839695,0.0107314148319881,0.04491063997571348,2425915.959140806,2425977.806449834,16,0,0.8933586575569927,0.06669453979815809,0.05733062458123832,2425865.220460567,2425946.3871272337,16,0,0.03628227935197608,0.01295056840926535,0.04556434732914207,2425915.959140806,2425977.806449834,2425587.0,0,True
39817600,52,0,-0.0033427403972051766,0.0022469439503394347,0.01780992994499189,2428245.0332961734,2428284.583022735,1,0,0.8778590956215332,0.0023843041276266908,0.0383736029869058,2427656.2306866087,2427728.378834757,49,1,0.02693294383468009,0.0006613043243467003,0.01938413963189881,2428160.3409524225,2428193.4189055474,2428188.0,1,False
39817700,2,1,0.0452988463470609,0.010707354800866827,0.07415346342539532,2431376.2174684023,2431437.6775447913,1,0,0.86956432679492,0.014237688554715078,0.07387220507818981,2431316.8806306496,2431395.7926676865,12,0,0.05257967131021128,0.011703623389636042,0.07465461221870852,2431798.446468402,2431880.2015934023,2431402.0,0,True
39817800,1,1,0.06753174461383046,0.0183365566489479,0.10348024638769829,2428142.173833488,2428212.583380363,26,0,0.7720712076748799,0.01457965392433902,0.034058248489849195,2428347.8178550606,2428390.092160616,9,0,0.06445062446060468,0.019385884925486783,0.10536190329074084,2428712.8236928624,2428795.2332241125,2428188.0,0,False
39817900,11,0,0.020969332021535194,0.0011616702045854042,0.05152726453377117,2413568.988810656,2413620.394366212,22,0,0.8550819725975525,0.01639098346419332,0.04572222643019925,2413666.4917616043,2413721.73018753,6,0,0.04846533416877075,0.0025811955519097762,0.05237519618478667,2413368.3549564895,2413427.285338434,2413134.0,0,False
39818000,5,1,0.039183376692541926,0.0022969170513878687,0.10243159290500115,2412079.84968487,2412174.3581223697,14,0,0.8790110449251463,0.01485570113899648,0.062204105919886954,2412340.673032708,2412430.858217893,3,0,0.04225705552130651,0.005948887179493857,0.10324215171081184,2411973.0901536196,2412014.1046848698,2412171.0,0,False
39818100,1,1,0.07261661207744062,0.026829177731687054,0.08133885372178914,2410802.952248941,2410872.863804497,92,0,0.6376536333144901,0.01771690768415224,0.013478187969519958,2411399.9483535783,2411422.4946498745,9,0,0.053681160653457106,0.023405918413794347,0.08069824181358934,2411153.6598878307,2411243.1657953826,2410804.0,1,False
39818200,7,0,0.0949583018690077,0.045803599846328084,0.09781848134339942,2407936.3226295337,2408050.5393482833,12,0,0.8713122402702529,0.00913593315949457,0.08554276479756089,2408184.175437776,2408256.323585924,10,0,0.04554221991437785,0.010234502976195492,0.09433505351896566,2408205.8805114785,2408291.7649906455,2408061.0,0,True
